eventid,iyear,imonth,iday,extended,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,crit1,crit2,crit3,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,date
198401000000.0,1984,1,1,0,159,Peru,3,South America,Ayacucho,Ayacucho,-13.152712,-74.218628,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,68.0,Named Civilian,,Bernabe Palomine,Peru,1984-01-01
198402000000.0,1984,2,1,0,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",,Hindu Wedding Procession,India,1984-02-01
198403000000.0,1984,3,1,0,83,Guatemala,2,Central America & Caribbean,Suchitepequez,Chicacao,14.533333,-91.316667,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,3,Bombing/Explosion,4,Military,29.0,Military Unit/Patrol/Convoy,,Military Patrol,Guatemala,1984-03-01
198404000000.0,1984,4,1,0,186,Sri Lanka,6,South Asia,Northern,Jaffna,9.666399,80.020477,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,3,Bombing/Explosion,4,Military,29.0,Military Unit/Patrol/Convoy,,Military Convoy,Sri Lanka,1984-04-01
198405000000.0,1984,5,1,0,61,El Salvador,2,Central America & Caribbean,San Vicente,San Vicente,13.64121,-88.785423,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",Commander Of Salvadoran Armys Third Bridage *,"Roberto Monterrosa, Brother Of Lt Col. Domingo Monterrosa",El Salvador,1984-05-01
198406000000.0,1984,6,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,7,Government (Diplomatic),46.0,Embassy/Consulate,,British Cultural Center,Great Britain,1984-06-01
198407000000.0,1984,7,1,0,159,Peru,3,South America,Arequipa,Arcac,-15.11,-72.136667,2.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,71.0,Race/Ethnicity Identified,Local,Indian Peasants,Peru,1984-07-01
198408000000.0,1984,8,1,0,159,Peru,3,South America,Huancavelica,Castrovirreyna,-13.283133,-75.319238,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,2,Government (General),21.0,Government Building/Facility/Office,,City Hall,Peru,1984-08-01
198409000000.0,1984,9,1,0,8,Angola,11,Sub-Saharan Africa,Benguela,Benguela,-12.590426,13.416202,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,,Main Railyard,Angola,1984-09-01
198410000000.0,1984,10,1,0,43,Chile,3,South America,O'Higgins,Placilla,-34.633795,-71.110827,2.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,,Unknown,,Forest Fires (2),Chile,1984-10-01
198411000000.0,1984,11,1,0,110,Lebanon,10,Middle East & North Africa,South,Sidon,33.550434,35.370964,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1,Assassination,4,Military,34.0,"Military Personnel (soldiers, troops, officers, forces)",,Soldiers,Israel,1984-11-01
198412000000.0,1984,12,1,0,94,Iran,10,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Office Of Islamic Republican Party,Iran,1984-12-01
198501000000.0,1985,1,1,0,362,West Germany (FRG),8,Western Europe,Hesse,Wiesbaden,50.084284,8.238717,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,West German Army,Headquarters,Germany,1985-01-01
198502000000.0,1985,2,1,0,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,High Tension Tower,Peru,1985-02-01
198503000000.0,1985,3,1,0,88,Honduras,2,Central America & Caribbean,Francisco Morazan,Tegucigalpa,14.0833,-87.2167,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,,Le Volcanique Discoteque,Honduras,1985-03-01
198504000000.0,1985,4,1,0,185,Spain,8,Western Europe,Basque Country,Vitoria,42.84964,-2.692359,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,Car Dealership,Spain,1985-04-01
198505000000.0,1985,5,1,0,160,Philippines,5,Southeast Asia,Ilocos Norte,Pagudpud,18.561633,120.787087,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1,Assassination,4,Military,29.0,Military Unit/Patrol/Convoy,513Th Engineer Construction Co.,"Captian, Alfonso Ilanos",Philippines,1985-05-01
198506000000.0,1985,6,1,0,362,West Germany (FRG),8,Western Europe,Hesse,Frankfurt,50.11797,8.644191,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,108.0,Oil,Nato,Pipeline,International,1985-06-01
198507000000.0,1985,7,1,0,160,Philippines,5,Southeast Asia,Unknown,Munting Batangas,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,Transmission Towers (National Power Corp),Philippines,1985-07-01
198508000000.0,1985,8,1,0,185,Spain,8,Western Europe,Valencia,Benidorm,38.537043,-0.129077,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,16,Telecommunication,90.0,Telephone/Telegraph,,Beachside Phone Box,Spain,1985-08-01
198509000000.0,1985,9,1,0,145,Nicaragua,2,Central America & Caribbean,South Caribbean Coast Autonomous Region,El delirio,12.069883,-86.476841,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Military,Unit,Nicaragua,1985-09-01
198510000000.0,1985,10,1,0,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Congress Building,Peru,1985-10-01
198511000000.0,1985,11,1,0,159,Peru,3,South America,Junin,Huancayo,-12.068306,-75.210163,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,"Office, Aprista Party (Govt. Party)",Peru,1985-11-01
198512000000.0,1985,12,1,0,185,Spain,8,Western Europe,Basque Country,Izarra,42.952323,-2.900577,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",,Civil Guard Barracks,Spain,1985-12-01
198600000000.0,1986,1,1,0,186,Sri Lanka,6,South Asia,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,71.0,Race/Ethnicity Identified,None,"Four ""Prominent Tamil Citizens""",Sri Lanka,1986-01-01
198601000000.0,1986,1,1,0,69,France,8,Western Europe,Ile-de-France,Paris,48.856644,2.34233,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,,Synagogue On The Rue Coperric (In 16Th District),France,1986-01-01
198602000000.0,1986,2,1,0,183,South Africa,11,Sub-Saharan Africa,Gauteng,Randfontein,-26.178481,27.70325,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,74.0,Marketplace/Plaza/Square,,Ok Bazaars,South Africa,1986-02-01
198603000000.0,1986,3,1,1,160,Philippines,5,Southeast Asia,Unknown,Tagum,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),17,Terrorists/Non-State Militia,94.0,Non-State Militia,,Militiamen,Philippines,1986-03-01
198604000000.0,1986,4,1,0,362,West Germany (FRG),8,Western Europe,North Rhine-Westphalia,Ulzen,51.541792,7.72271,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,,R.R. Line,Germany,1986-04-01
198605000000.0,1986,5,1,0,78,Greece,8,Western Europe,Crete,Tzitzifes,35.370498,24.149585,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,1,Business,3.0,Bank/Commerce,,Bank,Greece,1986-05-01
198606000000.0,1986,6,1,0,185,Spain,8,Western Europe,Basque Country,Donostia-San Sebastian,43.291618,-1.977903,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,3,Police,22.0,"Police Building (headquarters, station, school)",,Civic Guard Barracks,Spain,1986-06-01
198607000000.0,1986,7,1,0,183,South Africa,11,Sub-Saharan Africa,Gauteng,Johannesburg,-26.184113,28.033232,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,101.0,Bus Station/Stop,,Bus Stop,South Africa,1986-07-01
198608000000.0,1986,8,1,0,159,Peru,3,South America,Lambayeque,Lambayeque,-6.704125,-79.906227,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,5,Hostage Taking (Barricade Incident),8,Educational Institution,49.0,School/University/Educational Building,,University,Peru,1986-08-01
198609000000.0,1986,9,1,0,183,South Africa,11,Sub-Saharan Africa,KwaZulu-Natal,Durban,-29.861824,31.008293,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,Supermarket,South Africa,1986-09-01
198610000000.0,1986,10,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1,Assassination,4,Military,29.0,Military Unit/Patrol/Convoy,,"Christian Goutiere, French Military Attache",France,1986-10-01
198611000000.0,1986,11,1,0,69,France,8,Western Europe,Ile-de-France,Paris,48.856644,2.34233,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,First Dist + 15Th Dist,France,1986-11-01
198612000000.0,1986,12,1,0,222,Venezuela,3,South America,Miranda,Santa Lucia,10.301637,-66.660192,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,,Village Of Santa Lucia,Venezuela,1986-12-01
198701000000.0,1987,1,1,0,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,9,Unknown,3,Police,22.0,"Police Building (headquarters, station, school)",,Triplecane Police Station Madras,India,1987-01-01
198702000000.0,1987,2,1,0,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,99.0,Bus (excluding tourists),,Haifa Bus,Israel,1987-02-01
198703000000.0,1987,3,1,0,160,Philippines,5,Southeast Asia,Metropolitian Manila,Manila,14.596051,120.978666,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,9,Unknown,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Oriental Province,Island Of Mindano Army Truck,Philippines,1987-03-01
198704000000.0,1987,4,1,0,11,Argentina,3,South America,Buenos Aires,Bahia Blanca,-38.713081,-62.268631,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,82.0,Labor Union Related,,Union Office,Argentina,1987-04-01
198705000000.0,1987,5,1,0,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,,Naval Hospital,Peru,1987-05-01
198706000000.0,1987,6,1,0,61,El Salvador,2,Central America & Caribbean,San Salvador,San Salvador,13.69288,-89.199161,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,Utility,High Tension Line Tower,El Salvador,1987-06-01
198707000000.0,1987,7,1,0,11,Argentina,3,South America,Santa Fe,Santa Fe,-31.632368,-60.699359,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),14.0,Judge/Attorney/Court,Judiciary,Residence Judge Jorge Barragire,Argentina,1987-07-01
198708000000.0,1987,8,1,0,217,United States,1,North America,North Dakota,Fargo,46.877257,-96.790247,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,5,Abortion Related,40.0,Clinics,"National Women'S Health Organization, Inc.",Fargo Women'S Health Organization,United States,1987-08-01
198709000000.0,1987,9,1,0,362,West Germany (FRG),8,Western Europe,Lower Saxony,Hedemunden,51.388806,9.766828,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,3,Bombing/Explosion,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),U.S Military,U.S. Mil. Train - W. Berlin To Frankfurt,West Germany (FRG),1987-09-01
198710000000.0,1987,10,1,0,137,Mozambique,11,Sub-Saharan Africa,Maputo,Maputo,-25.891968,32.605135,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Railway Co.,Railway Bridge,Mozambique,1987-10-01
198711000000.0,1987,11,1,0,362,West Germany (FRG),8,Western Europe,Baden-Wurttemberg,Karlsruhe,49.008085,8.403756,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,,15 Trucks,West Germany (FRG),1987-11-01
198712000000.0,1987,12,1,0,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Rafah,31.278791,34.256435,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Israel Military,Military Unit,Israel,1987-12-01
198801000000.0,1988,1,1,0,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.366238,-70.505302,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,Utility Co.,High Tension Line Tower,Chile,1988-01-01
198802000000.0,1988,2,1,0,69,France,8,Western Europe,Corsica,Ajaccio,41.930607,8.742907,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,,Unknown,Regional Telecommunications Hq,Office,France,1988-02-01
198803000000.0,1988,3,1,0,153,Pakistan,6,South Asia,North-West Frontier Province,Peshawar,34.006004,71.53743,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,14,Private Citizens & Property,73.0,Vehicles/Transportation,Govt.,Circuit House,Pakistan,1988-03-01
198804000000.0,1988,4,1,0,92,India,6,South Asia,Punjab,Kapurthala District,31.37148,75.393681,3.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,100.0,Train/Train Tracks/Trolley,Railway Co.,Railway Complex,India,1988-04-01
198805000000.0,1988,5,1,0,69,France,8,Western Europe,Corsica,Ghisonaccia,42.016854,9.403982,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,1,Business,5.0,Industrial/Textiles/Factory,Electricite De France (Electric Co.),House Constructed For Workers,France,1988-05-01
198806000000.0,1988,6,1,0,217,United States,1,North America,California,Long Beach,33.766725,-118.192399,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,5,Abortion Related,40.0,Clinics,,Women'S Family Planning & Abortion Counseling Clinic,United States,1988-06-01
198807000000.0,1988,7,1,0,159,Peru,3,South America,Junin,Comas,-11.722374,-75.082651,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,68.0,Named Civilian,,Emiliano Varillas,Peru,1988-07-01
198808000000.0,1988,8,1,0,60,Egypt,10,Middle East & North Africa,Sohag,Sawhaj,26.55,31.7,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,15,Religious Figures/Institutions,86.0,Place of Worship,Moslem Church,Al-Shahid Husni Al-Badawi Mosque,Egypt,1988-08-01
198809000000.0,1988,9,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,,Tabbarah Shop,Lebanon,1988-09-01
198810000000.0,1988,10,1,0,183,South Africa,11,Sub-Saharan Africa,Western Cape,Cape Town,-33.941849,18.41964,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,1,Business,,Unknown,,Rental Office,South Africa,1988-10-01
198811000000.0,1988,11,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",Saudi Arabia State Dept,Diplomat Mohammed Al-Marzouki,Saudi Arabia,1988-11-01
198812000000.0,1988,12,1,0,78,Greece,8,Western Europe,Attica,Athens,37.99749,23.762728,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,2,Government (General),21.0,Government Building/Facility/Office,Govt,Institute Of Management Info.,Greece,1988-12-01
198901000000.0,1989,1,1,1,45,Colombia,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,,Unknown,,Eugenio Meza Marquez,Unknown,1989-01-01
198902000000.0,1989,2,1,0,92,India,6,South Asia,Punjab,Bhai Ladhu,31.260905,74.679536,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,68.0,Named Civilian,,Bakshish Singh And Family,India,1989-02-01
198903000000.0,1989,3,1,0,160,Philippines,5,Southeast Asia,Misamis Oriental,Kinoguitan,8.985095,124.79353,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),18.0,"Government Personnel (excluding police, military)",Government,Former Mayor Capistrano Legaspi,Philippines,1989-03-01
198904000000.0,1989,4,1,0,159,Peru,3,South America,San Martin,Alto Huallaga,-7.294167,-76.568611,2.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Newsweek Magazine,William Gentile,Argentina,1989-04-01
198905000000.0,1989,5,1,0,183,South Africa,11,Sub-Saharan Africa,Gauteng,Johannesburg,-26.184113,28.033232,1.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,83.0,Protester,Civil Rights Activist,David Webster,South Africa,1989-05-01
198906000000.0,1989,6,1,0,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,1,Business,7.0,Retail/Grocery/Bakery,,Newspaper Vendor,India,1989-06-01
198907000000.0,1989,7,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Garvagh,54.981084,-6.682382,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Roayl Ulster Constabulary,Off Duty Officer,Northern Ireland,1989-07-01
198908000000.0,1989,8,1,0,183,South Africa,11,Sub-Saharan Africa,KwaZulu-Natal,Kwamashu,-29.75086,30.983353,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police,Constables A. Deyi,South Africa,1989-08-01
198909000000.0,1989,9,1,0,186,Sri Lanka,6,South Asia,North Central,Punewa,8.612842,80.462876,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,22,Violent Political Party,109.0,Party Official/Candidate/Other Personnel,Eelam People'S Revolutionary Liberation Front (Eprlf),Member'S Relatives,Sri Lanka,1989-09-01
198910000000.0,1989,10,1,0,186,Sri Lanka,6,South Asia,North Central,Anuradhapura,8.345185,80.388133,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,3,Police,25.0,Police Security Forces/Officers,Police,4 Members Of Policeman'S Family,Sri Lanka,1989-10-01
198911000000.0,1989,11,1,0,153,Pakistan,6,South Asia,Sindh,Karachi,24.891115,67.143311,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,,Persons Sitting Outside Homes,Pakistan,1989-11-01
198912000000.0,1989,12,1,0,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.771599,35.2034,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1,Assassination,15,Religious Figures/Institutions,85.0,Religious Figure,,Christian Leaders Of Israel,Israel,1989-12-01
199001000000.0,1990,1,1,0,110,Lebanon,10,Middle East & North Africa,Beirut,Beirut,33.888523,35.503513,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Editors Assoc.,Journalist George Hajj,Lebanon,1990-01-01
199002000000.0,1990,2,1,0,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,2,Armed Assault,1,Business,7.0,Retail/Grocery/Bakery,,Store,India,1990-02-01
199003000000.0,1990,3,1,0,603,United Kingdom,8,Western Europe,Northern Ireland,Cappagh,54.542956,-6.926293,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,2,Armed Assault,4,Military,29.0,Military Unit/Patrol/Convoy,Special Air Service,Unit,Great Britain,1990-03-01
199004000000.0,1990,4,1,1,45,Colombia,3,South America,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),2,Government (General),14.0,Judge/Attorney/Court,Govt,Judge Luis Edwardo Galvez,Colombia,1990-04-01
199005000000.0,1990,5,1,0,45,Colombia,3,South America,La Guajira,Unknown,11.354774,-72.520483,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Govt,Senator Elect Roman Gomez Ovalle And Bodyguard*,Colombia,1990-05-01
199006000000.0,1990,6,1,0,8,Angola,11,Sub-Saharan Africa,Uige,Uige,-7.616491,15.049618,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,7.0,Retail/Grocery/Bakery,Inca Experimental Coffee Station,Inca Experimental Coffee Station,Angola,1990-06-01
199007000000.0,1990,7,1,0,83,Guatemala,2,Central America & Caribbean,Guatemala,Guatemala City,14.622869,-90.529068,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1,Assassination,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Govt. Congressional Deputy*,Deputy Otto Rolando Ruano And Bodyguard,Guatemala,1990-07-01
199008000000.0,1990,8,1,0,8,Angola,11,Sub-Saharan Africa,Cuanza Norte,Cassoalala,-9.487515,14.355478,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,High Tension Line Tower,Angola,1990-08-01
199009000000.0,1990,9,1,1,159,Peru,3,South America,Lima,Lima,-11.967368,-76.978462,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,6,Hostage Taking (Kidnapping),1,Business,12.0,Construction,Lima Cement Co. Inc.,General Manager Victor De La Torre,Peru,1990-09-01
199010000000.0,1990,10,1,0,92,India,6,South Asia,Bihar,Unknown,25.096074,85.313119,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,19,Transportation,100.0,Train/Train Tracks/Trolley,Railway,Passenger Train,India,1990-10-01
199011000000.0,1990,11,1,0,217,United States,1,North America,Indiana,Fort Wayne,41.079273,-85.139351,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,5,Abortion Related,40.0,Clinics,"National Women'S Health Organization, Inc.",Fort Wayne Women'S Health Organization,United States,1990-11-01
199012000000.0,1990,12,1,0,101,Japan,4,East Asia,Kyoto,Kyoto,35.011636,135.768029,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",,"4Th Floor, Kyoto Tower Building",Japan,1990-12-01
199101000000.0,1991,1,1,0,160,Philippines,5,Southeast Asia,Unknown,Lopez,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,19,Transportation,103.0,Bridge/Car Tunnel,Govt,30 Meter Cement Bridge,Philippines,1991-01-01
199102000000.0,1991,2,1,0,8,Angola,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,5.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,3,Bombing/Explosion,7,Government (Diplomatic),47.0,"International Organization (peacekeeper, aid agency, compound)",United Nations,"2 Twin Otter Acft, U.S. Registration *",International,1991-02-01
199103000000.0,1991,3,1,0,359,Soviet Union,9,Eastern Europe,Russia,Leningrad,59.853371,30.348433,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,4,Hijacking,6,Airports & Aircraft,42.0,Aircraft (not at an airport),Aeroflot,"An-24 Acft, Flight Archangel To Leningrad *",Soviet Union,1991-03-01
199104000000.0,1991,4,1,0,182,Somalia,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,5.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,4,Hijacking,11,Maritime,58.0,Commercial Maritime,,Cargo Ship Wladyslaw Lokietek,Poland,1991-04-01
199105000000.0,1991,5,1,0,61,El Salvador,2,Central America & Caribbean,Usulutan,Jucuapa,13.516667,-88.383333,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,3,Bombing/Explosion,21,Utilities,107.0,Electricity,,High Tension Line Tower,El Salvador,1991-05-01
199106000000.0,1991,6,1,0,69,France,8,Western Europe,Corsica,Unknown,41.918891,8.737554,4.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,3,Bombing/Explosion,1,Business,8.0,Hotel/Resort,,Hotel Under Construction,France,1991-06-01
